Title,Published_date,Views,Likes,Comments
India will JOIN NATO as a Plus Country Soon? Major Geopolitical Change,2023-01-27T13:31:57Z,845391,91614,2312
Will Indian Stock market Crash? Adani Hindenburg Report Explained,2023-01-27T13:11:33Z,959175,53009,4262
First Time in History | India issues Notice to Pakistan on Indus Water Treaty | 90 Days or Else,2023-01-27T08:51:14Z,1490527,79908,5317
27 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-27T00:30:11Z,19592,724,45
India will use Jetpacks against China | India’s Future Military,2023-01-26T15:26:36Z,703920,44892,2085
Historic video of Egypt Military in India's Republic Day Parade #shorts,2023-01-26T13:49:46Z,890527,127173,838
We will burn American and German Tanks says Russia | NATO Forces Send Tanks to Ukraine,2023-01-26T11:28:43Z,808969,47963,2351
26 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-26T00:30:06Z,23123,673,78
Pakistan was Ready to Drop Nuclear Bomb on India in 2019 - Mike Pompeo | India - Pak Rivalry,2023-01-25T11:19:40Z,1252538,67784,4689
25 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-25T00:30:02Z,26490,737,58
India did This after Nuclear Tests in 1998 | Jaishankar Reveals India's Geopolitical Genius,2023-01-24T17:00:38Z,1212710,167082,659
Massive Protests in Turkey over Sweden Burning Controversy | Impact On India,2023-01-24T16:48:38Z,845925,48930,5531
This is what USA said about BBC Controversy #shorts,2023-01-24T13:16:04Z,814365,100645,702
India Invites Pakistan’s Foreign Minister for Important Summit | SCO Summit 2023,2023-01-24T13:07:05Z,711504,41783,2286
24 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-24T00:30:14Z,27034,752,45
China Made Power Grid Fails Pakistan | Massive Power Outage in Pakistan,2023-01-23T17:43:03Z,894394,56264,3122
Insane Military Victories | When numbers didn’t make sense #shorts,2023-01-23T05:43:43Z,1144303,120624,2372
23 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-23T00:30:00Z,25133,762,62
BharOS - India’s Answer to Google’s Android | BharOS operating system by IIT Madras,2023-01-22T16:02:49Z,1162917,68295,3458
Pakistan Air Force Vs Wild Boar | Who won? Interesting story,2023-01-21T17:17:50Z,1412994,131689,3017
India orders blocking of videos on BBC documentary on PM Modi - Reports,2023-01-21T17:10:19Z,1161121,69438,5601
Indian Air Force using this tactic to fool Pakistan near border #shorts,2023-01-21T11:49:54Z,1062046,102473,1299
Caller’s name will be displayed on your phone? This change will impact your lives in a huge way,2023-01-21T10:03:18Z,1044975,53890,4855
Pakistan to buy Russian Oil with Chinese Currency Yuan #shorts,2023-01-20T17:18:09Z,1748998,185928,1120
Major Empires Now vs Then | History is Cruel #shorts,2023-01-20T10:00:31Z,1499503,136867,2505
20 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-20T00:30:13Z,29983,946,63
Rishi Sunak shuts down Pakistan-origin UK MP in a viral video | PM modi Documentary Case,2023-01-19T16:54:13Z,928778,57753,2570
Indian Govt. calls BBC Documentary on PM Modi a Propaganda | Colonial mindset visible,2023-01-19T12:57:43Z,798232,54317,2841
19 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-19T00:30:14Z,26940,770,47
USA is a bigger threat to India than Pakistan? Recent Survey Surprises Everyone,2023-01-18T17:22:00Z,1169624,62381,12726
The Most Powerful Militaries in the World 2023 | Global Firepower Index 2023 shocking rankings,2023-01-18T15:00:09Z,1415400,65611,3003
पाकिस्तान सबक सीख चुका है | Pakistan PM accepts 3 wars against India have taught Pakistan lessons,2023-01-18T04:26:56Z,669439,43888,2879
18 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-18T00:30:09Z,18916,711,55
Top 5 Toughest Exams in the World | Where do India's IIT and UPSC exam stand?,2023-01-17T13:02:19Z,780629,57894,4183
Major Victory for India at UN | China Gives up Defending Pakistani Terrorist,2023-01-17T10:13:02Z,799087,52155,1873
17 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-17T00:30:15Z,25874,826,65
Pakistani Media asks Pak PM to Learn from India | Pak PM Says Asking For Loans Is Embarrassing,2023-01-16T16:51:51Z,1037698,63013,2958
India's Women's IPL BEATS Pakistan's Men's PSL in Media Rights Money | India's Complete Domination,2023-01-16T12:52:57Z,893622,52677,3107
16 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-16T00:30:03Z,20370,754,55
Google’s Warning about India | Your Android Phones Will Get Expensive,2023-01-15T17:46:12Z,850209,49468,4783
If Russia is destroyed then we will destroy the whole world - Vladimir Putin's Scary Warning #shorts,2023-01-15T13:29:37Z,1595453,177868,2597
Russia openly says Britain looted Indians to become Rich | Rishi Sunak's Tank supply to Ukraine,2023-01-15T13:05:51Z,976759,70263,4789
Iran Kills its Ex Defence Minister for Spying | Rishi Sunak warns Iran of Action,2023-01-14T17:45:32Z,735110,45375,1197
Shocking Impact of INDIAN Americans on American Economy,2023-01-14T16:53:37Z,1203392,142330,1385
Pakistan’s Major Blunder in China | Pakistan Accidentally Raises Uighur Issue with China,2023-01-14T12:45:10Z,856696,49647,2189
Anger over Miss Russia's Clothes in USA | Miss Universe Controversy #shorts,2023-01-14T06:39:48Z,1313503,119828,3719
Azerbaijan Warns India | Indian Missiles will not Save Armenia!,2023-01-13T14:32:24Z,1462187,66882,5337
Pakistan tried to send Dirty Bomb to UK? Uranium Cargo Mystery #shorts,2023-01-13T04:25:08Z,738291,77922,809
13 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-13T00:30:08Z,25658,792,83
Pakistan and Russia will Collapse by 2033 | Major Prediction by US Report,2023-01-12T16:15:09Z,965868,52272,4393
Indian Submarine gets Stuck in Russia | Know what happened,2023-01-12T14:12:43Z,766620,44187,977
12 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-12T00:30:18Z,24425,783,62
First Time in History - India wins Golden Globe Award,2023-01-11T15:22:59Z,1085122,63478,3496
Why USA France and UN are Giving Pakistan Billions of Dollars? Will this Hurt India?,2023-01-11T13:09:27Z,699097,44844,3448
Important Message from WORLD AFFAIRS and Prashant Dhawan Sir,2023-01-11T08:03:42Z,286320,33942,2191
Myanmar Dropped Bombs Near India Border?? Know what happened,2023-01-11T07:56:58Z,870494,50530,1541
11 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-11T00:30:10Z,25860,807,60
UK Fails to Put Satellite in Space | Anand Mahindra says India should be Thankful for ISRO,2023-01-10T14:07:49Z,1605248,69244,3043
Money Rain on Pakistan | 10 Billion Dollars Given by USA France and China,2023-01-10T08:09:41Z,1698252,164978,5275
Saudi Arabia will Beat India in GDP Growth Rate | Can India Stop This?,2023-01-10T05:39:43Z,719616,44522,4129
10 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-10T00:30:18Z,24374,851,69
Government tells Media to report properly in Rishab Pant Case #shorts,2023-01-09T17:30:17Z,948229,93202,963
World Leaders Worried about What is Happening in Brazil | PM Modi said This,2023-01-09T08:06:55Z,1054580,58389,3483
09 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-09T00:30:05Z,23359,830,56
South Sudan President Wets Himself | Cameraman being Hunt Down,2023-01-08T15:10:33Z,718304,65979,618
You Must Know About Joshimath | India’s Town Near China Border is Sinking,2023-01-08T14:58:04Z,1018456,56460,2046
Taliban and China Sign Mega Oil Deal | क्या भारत पीछे रह गया ?,2023-01-08T08:32:45Z,699946,40014,2113
France Celebrates India's Decision to buy more Rafale Fighter Jets #shorts,2023-01-07T12:38:01Z,1039737,118627,876
Rishi Sunak gives Britain the Indian Treatment | All Students Must Study Math till Age of 18,2023-01-07T09:03:30Z,1281314,63501,5289
DRDO makes Cyborg WAR Rats for Military Operations | North Korea and Russia are doing same,2023-01-07T05:45:11Z,749219,44773,2915
India BEATS Japan to Become 3rd Largest Auto Market behind USA and China,2023-01-06T17:30:03Z,795672,51603,2007
France Makes Fun of Iran with Cartoons | Iran warns Direct Action against France #shorts,2023-01-06T10:51:27Z,615701,68039,1089
06 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-06T00:30:05Z,25102,904,54
India hits Jackpot in Argentina #shorts,2023-01-05T16:22:59Z,4460295,434377,1561
Pakistan Officially Demands Nobel Peace Prize for Erdogan | Can PM Modi Win Nobel?,2023-01-05T16:06:05Z,774782,46956,5209
This image from Pakistan has Shocked Everyone on the internet | Gas Ballons,2023-01-05T07:33:23Z,1142863,56975,3865
05 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-05T00:30:04Z,22911,870,70
Production of Bulbs and Fans stopped to save power #shorts,2023-01-04T11:59:43Z,697403,81504,1818
Nepal Going in FATF Grey list??? Can India Save Nepal?,2023-01-04T09:28:39Z,856089,49395,4420
04 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-04T00:30:23Z,25482,829,69
Jaishankar’s Interview in Europe goes Viral | I can use MUCH more Harsh words for Pakistan,2023-01-03T16:30:10Z,1370148,90220,5740
China will Claim Moon as part of Communist China - NASA #shorts,2023-01-03T13:08:05Z,596292,73219,1041
Ukraine Kills 400 Russian Soldiers in One Shot | Insane Anger in Russia | Russia Ukraine War,2023-01-03T08:23:10Z,912584,53986,3115
03 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-03T00:30:15Z,25416,950,64
Afghanistan says Pakistan will Surrender just like 1971 again #shorts,2023-01-02T15:48:17Z,1059877,120101,1753
No Mercy Shown by Israel | Brutally Knocks Out Syria's Airport #shorts,2023-01-02T06:55:30Z,1248620,142602,2683
India Makes Whatsapp use Proper Map of India | Whatsapp Deletes its Tweet,2023-01-02T06:37:38Z,903713,60084,1687
02 January 2023 | Daily Current Affairs MCQs by Aman Sir,2023-01-02T00:30:06Z,27788,1010,71
Taliban Establishes Government in Pakistan | Pakistan now has Two Prime Ministers | Impact on India,2023-01-01T15:41:59Z,1247800,70036,5358
Pakistan now has a Taliban Government | Massive Changes that you should know #shorts,2023-01-01T08:32:01Z,892060,101274,2488
Why do Chinese Soldiers wear this on their Nose?? Should India do this too?,2023-01-01T08:18:12Z,849316,47747,2754
2023 is going to be a Crazy Year for India and the World #shorts,2022-12-31T17:49:54Z,529825,83484,1669
From USA to Pakistan | World Leaders Condole the death of PM Modi's Mother,2022-12-31T15:59:35Z,688276,58772,2044
UK Media Blames Indian Companies for Helping Russia in War | Will UK Put Sanctions on India?,2022-12-31T13:27:34Z,619432,38538,3450
India Hits Turkey Where it Hurts | Defence Pact Signed with Cyprus,2022-12-30T13:32:32Z,1271092,71421,4365
PM Modi की मां हीराबेन का 100 साल की उम्र में निधन | Om Shanti 🙏,2022-12-30T05:51:44Z,471208,83753,2601
30 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-30T00:30:20Z,21222,770,54
Afghanistan Taliban Says they will never capture Pakistan because of Loans #shorts,2022-12-29T15:15:37Z,1125785,113835,1593
This Can Kill Indian Pharma Sector | Uzbekistan blames Indian medicine for deaths,2022-12-29T14:42:27Z,715608,41775,2461
Oreo made a Crazy Nuclear Bunker | Know all about it #shorts,2022-12-29T05:37:38Z,476671,55279,595
China is secretly using Indian Drugs | Black market selling Indian medicine,2022-12-29T03:42:54Z,768154,52778,1903
29 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-29T00:30:06Z,17603,716,43
South Korean Comedy | Air Force Chases Birds for Hours #shorts,2022-12-28T16:45:23Z,1766864,146898,1645
India to Finally Host Olympics? Will India Profit or Lose Money?,2022-12-28T14:20:19Z,1051594,57579,6546
28 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-28T00:30:09Z,23199,825,85
Mysterious Death of Russian man who spoke against Putin | Antov Case becomes International,2022-12-27T17:53:27Z,681816,46145,2230
Pakistan accepts INDIA can isolate it in International Cricket #shorts,2022-12-27T16:09:30Z,1070995,100573,723
Ukraine asks for PM Modi’s Help | World Media accepts India’s Importance,2022-12-27T13:44:01Z,842448,57648,4141
Saudi Arabia to Spread Yoga to 11 Other Islamic Nations,2022-12-27T04:34:00Z,466518,66753,1327
27 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-27T00:30:05Z,20333,754,52
Insane Videos from France | This is how France Celebrated Christmas,2022-12-26T17:18:23Z,962429,59233,7253
USA and UK warn of major attack on Pakistan's Capital | Marriott Hotel Attack,2022-12-26T12:38:40Z,862476,49753,2067
26 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-26T00:30:09Z,23898,858,52
India's Biggest Military Secret Report #shorts,2022-12-25T16:26:20Z,1199833,121943,2393
Indian Food Declared one of the BEST in the world in Official Ranking | By Prashant Dhawan,2022-12-25T09:54:01Z,1188308,73128,7256
India Finally Talks about China’s Covid Disaster | 3 Days Blood Left in China,2022-12-24T18:06:51Z,909677,62385,2794
India can use this POWERFUL Missile against China | Get Ready for India’s Rocket Force,2022-12-24T14:46:19Z,832329,51929,1687
Massive Protests in France after Muslims targeted #shorts,2022-12-24T13:41:34Z,690996,69980,2665
India to Conduct Emergency Covid Drill | China's Ego Finally Broken,2022-12-23T17:14:53Z,980864,65289,5726
Bhagvad Gita will be added to NCERT Syllabus | Impact on Secularism in India,2022-12-23T13:21:19Z,845778,68579,16165
How many Indians are ready to fight for the country? #shorts,2022-12-23T03:47:21Z,1154819,150701,11109
23 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-23T00:30:00Z,21334,840,56
India needs to Shut China Border | China Starts Hiding Covid Deaths from the World,2022-12-22T16:18:32Z,934006,56062,3651
Will Rahul Gandhi's Bharat Jodo Yatra Stop because of Covid? #shorts,2022-12-22T08:10:51Z,571721,64538,1330
22 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-22T00:30:12Z,21800,783,69
Can India do for Virat Kohli what Argentina is doing for Messi? #shorts,2022-12-21T17:46:35Z,663529,72898,5624
USA To Give 200 Million Dollars to Pakistan | Reason will Surprise you,2022-12-21T16:35:44Z,798807,45241,3508
China's Covid Blunder | Indian Government asks people to wear masks again,2022-12-21T12:43:15Z,1027834,67745,3504
India is DOMINATING China shows Australian Satellite Images | Tawang Fight Real Truth,2022-12-21T04:00:09Z,1140586,60263,1718
21 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-21T00:30:27Z,19774,753,63
Woman guilty of 10500 Murders in Germany | Crazy World War 2 Case #shorts,2022-12-20T14:44:06Z,1298141,111425,1279
USA Ready to Bomb Pakistan with Drones if Pak wants | Know why US Said This,2022-12-20T12:54:57Z,1054694,54020,4063
Why Indian Cricket Team Jersey has 3 Stars? #shorts,2022-12-20T03:54:45Z,2730211,198493,964
20 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-20T00:30:30Z,19880,790,46
PITAI Word Should not be Used for Indian Army says Dr. Jaishankar | India China Border Conflict,2022-12-19T17:06:21Z,847692,58333,7407
ARGENTINA wins FIFA World Cup | Know the Geopolitics Behind this,2022-12-19T13:48:55Z,1026860,65114,2978
US Pakistan are planning something big in 2023,2022-12-19T03:51:10Z,741047,76479,2031
19 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-19T00:30:24Z,19218,776,47
This New Indian Warship can handle Nuclear War | INS Morgmugao Launched,2022-12-18T14:03:11Z,850758,52904,1958
India has Increased Range of AGNI V to 7000 KM | भारत अब ब्रिटेन को टक्कर दे सकता है,2022-12-18T04:12:03Z,953995,57907,3598
Indian Origin Prime Ministers DOMINATE Europe | Ireland gets Indian Origin Gay PM,2022-12-17T17:46:41Z,870158,105393,1429
Elon Musk Targets India’s KOO | Twitter suspends Indian rival Koo’s account,2022-12-17T14:04:17Z,779905,46860,4783
FIFA Rejects Ukraine's Request for Speech before World Cup Final Match between France and Argentina,2022-12-17T08:57:47Z,392889,50386,2280
17 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-17T00:30:01Z,20014,721,45
India in danger of becoming Hindu nationalist state says Biden's Party Member,2022-12-16T17:46:06Z,887905,89230,10502
Pakistan’s Personal Attack on PM Modi | Jaishankar reminds Pakistan of 1971 War Loss,2022-12-16T14:48:19Z,948501,65189,3810
16 December 2022 | Daily Current Affairs MCQs by Aman Sir,2022-12-16T00:30:07Z,21315,718,66
