Title,Published_date,Views,Likes,Comments
G7 Joint Statement Skips Any Reference to Nijjar Killing | UPSC,2023-09-24T05:45:07Z,330753,9513,549
2013 UPSC Prelims PYQs Marathon | Previous Year Questions | UPSC,2023-09-24T01:30:09Z,46567,2269,134
Geography of Ladakh #UPSC #IAS #CSE #IPS,2023-09-24T01:25:01Z,52107,4468,58
Inflation Marathon | Indian Economy | GS 3 | UPSC,2023-09-23T20:27:32Z,11076,343,10
NEWS@9 Weekly Compilation (18 September- 22 September) : Important Current News | StudyIQ IAS Hindi,2023-09-23T18:05:09Z,4930,140,11
Power of Philosophy in Essay Writing: UPSC Mains | Philosophy Optional | StudyIQ,2023-09-23T17:30:12Z,4494,107,11
‘Ant Fighting an Elephant’ Canada's Diplomatic row with India | Vs. Five Eyes | UPSC,2023-09-23T16:30:08Z,62383,1390,61
Zojila tunnel : Gamechanger for India against China #UPSC #IAS #CSE #IPS,2023-09-23T16:25:00Z,379121,23334,64
Daily Current Affairs for UPSC Prelims | 23rd September 2023,2023-09-23T16:15:48Z,16237,600,25
Fraud of Private Schools in India | The Business of Education | UPSC,2023-09-23T14:10:10Z,138049,5097,360
"If USA Has To Pick India Or Canada, It Will Choose ? | UPSC",2023-09-23T13:30:09Z,21196,721,47
Malacca Strait is the biggest weakness of China! #geopolitics #maps #ias,2023-09-23T13:25:00Z,164226,12471,52
PM Modi lays foundation stone of International Cricket Stadium in Varanasi | UPSC,2023-09-23T13:10:10Z,119155,5433,506
History Of Khalistan Explained | UPSC | StudyIQ,2023-09-23T12:30:10Z,1151518,22648,309
Khalistani Terrorist Gurpatwant Singh Pannu's Property Confiscated in Punjab | UPSC,2023-09-23T10:45:11Z,197616,5912,268
Daily Answer Writing | Abhyaas | Ethics | UPSC,2023-09-23T10:19:30Z,7245,318,14
"India, Canada Relationship Getting Tense: Can it Impact Trade Relations? | UPSC",2023-09-23T07:50:20Z,104908,2499,94
Indian Express Editorial Analysis by Chandan Sharma | 23 September 2023 | UPSC Current Affairs 2023,2023-09-23T07:10:54Z,18518,942,63
Women Reservation in Lok Sabha Linked with Delimitation: What Does it Mean? | UPSC,2023-09-23T06:10:10Z,62784,2566,114
Why Bharat Should Not be Happy About Indian Origin CEOs? India’s Tech Failure | UPSC Mains,2023-09-23T04:00:11Z,104347,3077,239
The Hindu Analysis by Prashant Tiwari | 23 September 2023 | Current Affairs Today | StudyIQ,2023-09-23T02:41:11Z,43238,2563,97
US taking Canada's side in Khalistan Issue  #UPSC #IAS #CSE #IPS,2023-09-23T02:36:58Z,328794,24111,215
Complete Modern Indian History in 13 hours through Animation by Aadesh Singh | GS History | UPSC IAS,2023-09-23T02:00:10Z,4772615,153800,1477
Mastering the Rock Cycle with P2I Demo Class for UPSC at StudyIQ,2023-09-22T18:00:07Z,3992,42,5
How Will Minnowbrook Conference IV Impact Governance Worldwide? | Public Administration Optional,2023-09-22T17:30:08Z,3824,82,3
RAW or Gang Wars? | The Reality of Hardeep Singh Nijjar Killing | India Canada Relations,2023-09-22T17:00:08Z,189567,3242,157
India vs China in Maldives #UPSC #IAS #CSE #IPS,2023-09-22T16:32:08Z,192690,17486,51
Is Gilgit - Baltistan Merging with India ? | GeoPulse by Shivani Tripathi | UPSC,2023-09-22T16:30:07Z,19005,702,33
How Tricity Metro Project will transform Punjab and Haryana?  Tricity Metro Project | UPSC Mains,2023-09-22T16:00:08Z,200129,3294,301
Daily Current Affairs for UPSC Prelims | 22nd September 2023,2023-09-22T15:49:42Z,12733,597,31
Canada-India tensions: PM Trudeau turns to Five Eyes allies for support | UPSC,2023-09-22T14:30:10Z,26178,704,22
AGNI VI: India's Advanced Ballistic Missile Unveiled | UPSC,2023-09-22T14:10:07Z,741678,10238,357
What should be the age of using social media in India? #UPSC #IAS #CSE #IPS,2023-09-22T14:00:11Z,26259,2108,47
Learn All Rivers of India through 3D Animation | Drainage & Catchment | UPSC IAS & Competitive Exams,2023-09-22T13:00:09Z,1015255,40037,383
UPSC GS Mains 2023 Questions from StudyIQ Videos | UPSC,2023-09-22T12:08:25Z,3952,106,4
PSIR Optional By Shashank Tyagi | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-22T12:02:09Z,5767,325,1
Complete Indian Economy | Ramesh Singh | Lec 50 - 2023 Mains Questions | UPSC 2024/25,2023-09-22T11:33:02Z,7384,290,4
Nijjar Killing: India Gives List of 20 Khalistan Ultras to Canada | UPSC,2023-09-22T10:15:09Z,268504,7082,221
Daily Answer Writing | Abhyaas | Indian Society | UPSC,2023-09-22T10:13:58Z,5318,244,6
Peafowl Population Rise in Kerala: A Climate Change Indicator? | UPSC,2023-09-22T09:00:08Z,16643,632,35
Watch Full 13 Hour Animation Marathon of Modern History on StudyIQ IAS YouTube Event,2023-09-22T08:30:15Z,17643,1312,11
Mapping for UPSC CSE 2024 | Lecture 8 | North America Part - 2 | StudyIQ,2023-09-22T07:32:45Z,7213,401,40
Godavari River: Ganga Of South India | UPSC | StudyIQ,2023-09-22T07:30:12Z,34327,902,23
India’s Growing Importance Leaves Canada Isolated in Row over Murder | UPSC,2023-09-22T07:15:08Z,261079,7782,365
3 Batches for UPSC 2024 starts today #upsc #ias #cse #ips,2023-09-22T06:34:07Z,6039,241,4
Punjab PCS and Jammu Kashmir PCS batches launched. Use code VIPLIVE for maximum discount.,2023-09-22T06:20:14Z,5508,181,2
Azerbaijan Claims Victory After Armenia Controlled Karabakh Separatists Surrender | UPSC,2023-09-22T05:15:11Z,279162,5895,566
India’s Mission 175 in Indian Ocean | India Vs China | UPSC Mains,2023-09-22T04:00:11Z,202597,5710,121
The Hindu Analysis by Prashant Tiwari | 22 September 2023 | Current Affairs Today | StudyIQ,2023-09-22T03:01:11Z,45363,2679,84
Why Canada supports Khalistan? #UPSC #IAS #CSE #IPS,2023-09-22T01:25:00Z,235253,18222,97
All Mountain Ranges of South India through Animation | UPSC Mains,2023-09-22T01:00:11Z,23323,989,23
Mathematics Optional for UPSC CSE: Calculus - Double Integral - Area | Ankit Tiwari,2023-09-22T00:25:38Z,4901,71,3
Why Nagaland Government opposing against forest right act? | Anthropology optional | UPSC,2023-09-21T23:30:11Z,3441,126,8
75% Questions from Study IQ’s MRP in UPSC Mains 2023,2023-09-21T17:50:50Z,8909,183,8
Get out Indo- Hindus from Canada : SFJ Chief warning #UPSC #IAS #CSE #IPS,2023-09-21T16:25:00Z,555468,30447,746
Daily Current Affairs for UPSC Prelims | 21st September 2023,2023-09-21T16:22:35Z,13843,599,36
Saudi vs Turkey the fight for Islamic hegemony | UPSC,2023-09-21T14:30:07Z,42794,1104,164
Will the Old Parliament be demolished? #upsc #polity #currentaffairs,2023-09-21T14:25:01Z,64506,6531,26
Marital Rape - The Hidden Social Evil in India | Critical Analysis | UPSC,2023-09-21T13:45:08Z,44059,1522,242
Complete Indian Economy | Ramesh Singh | Lec 49 - Stock Market | UPSC 2024/25,2023-09-21T11:53:57Z,9680,406,11
Who is Winning in Russia - Ukraine War ? | UPSC #UPSC #IAS #CSE #IPS,2023-09-21T11:45:03Z,1282566,67656,194
Neuralink's Human Brain Implant Trial Approved: Elon Musk's Groundbreaking Tech | UPSC,2023-09-21T11:30:08Z,19051,507,49
Daily Answer Writing | Abhyaas | Indian Geography | UPSC,2023-09-21T10:31:21Z,10111,501,7
Secret Meeting Between Pak Spy Agents and Khalistani Groups Amid India-Canada Row | UPSC,2023-09-21T09:45:11Z,163306,4819,312
Formation of Muslim League | Modern History of India #UPSC #IAS #CSE #IPS,2023-09-21T09:25:00Z,20766,1707,15
Why Secular and Socialist removed from preamble? #UPSC #IAS #CSE #IPS,2023-09-21T08:09:24Z,211660,19382,382
Is Social media killing the Coalition Era in Indian Politics? | GS 2 | UPSC,2023-09-21T08:06:31Z,85450,2676,86
Khalistani Extremist Sukhdool Singh Killed in Canada Gang-War | UPSC,2023-09-21T07:55:26Z,174951,5780,372
Mapping for UPSC CSE 2024 | Lecture 7 | North America | StudyIQ,2023-09-21T07:48:20Z,9067,420,52
Khalistani Leader Pannun Calls for Indian-Origin Hindus to Leave Canada | Sikhs For Justice | UPSC,2023-09-21T06:05:08Z,420250,8760,1136
PM Modi Invites Biden for 2024 Republic Day Parade: India's Diplomatic Victory Over Canada | UPSC,2023-09-21T04:45:08Z,47260,1712,64
Why Haryana is becoming Unemployment Capital of India? Jobless Growth | UPSC Mains,2023-09-21T04:00:11Z,201125,5096,888
The Hindu Analysis by Prashant Tiwari | 21 September 2023 | Current Affairs Today | StudyIQ,2023-09-21T02:58:46Z,44818,3404,215
India Vs Pakistan : Nagorno-Karabakh Crisis #UPSC #IAS #CSE #IPS,2023-09-21T01:25:00Z,178853,16922,106
All Mountain Ranges of North India through Maps | UPSC Mains,2023-09-21T00:30:10Z,70168,2550,44
Correspondence Theory of Truth | Philosophy Optional | StudyIQ IAS  #UPSC #IAS #CSE #IPS,2023-09-21T00:25:00Z,9995,467,2
What is Religious Fundamentalism? Key Concepts for UPSC Exam | Sociology Optional | StudyIQ IAS,2023-09-21T00:00:11Z,4661,153,7
P2i Demo Class | Mains Discussion | StudyIQ IAS,2023-09-20T23:30:12Z,987,21,1
Complete Indian Economy | Ramesh Singh | Lec 48 - Equity Markets | UPSC 2024/25,2023-09-20T23:30:07Z,5899,266,5
Indian Modern History | SAHAS Series | Lecture 19 - British Expansion Beyond Indian Frontiers | UPSC,2023-09-20T21:48:55Z,6460,203,9
Environment and Ecology Series: Lecture 23 - Clean Energy & Important key Concepts | UPSC | StudyIQ,2023-09-20T18:15:09Z,17304,277,16
Soul in Indian Philosophy: What It Is and Where It Goes After Death | Philosophy Optional | UPSC,2023-09-20T17:30:12Z,6074,188,12
"As India-Canada Relations worsens, experts advise Indian Diaspora to be ‘cautious’ | UPSC",2023-09-20T17:00:10Z,17815,494,28
Turkey Opposes India-Middle East-Europe Corridor: Here's Why | GeoPulse By Shivani Tripathi | UPSC,2023-09-20T16:30:10Z,19157,650,26
Why Justin Trudeau supports Khalistan? #UPSC #IAS #CSE #IPS,2023-09-20T16:25:00Z,1123901,65372,301
The Hidden Reason Behind Canada’s Anti India Propaganda | Khalistan | India Vs Canada,2023-09-20T16:00:07Z,738696,12756,630
What is Cyber Crime Incident Response Unit | Public Administration | StudyIQ IAS #UPSC #IAS #CSE,2023-09-20T15:55:00Z,10935,467,2
Daily Current Affairs for UPSC Prelims | 20th September 2023,2023-09-20T15:54:43Z,18929,795,32
Hindi Literature Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-20T15:25:00Z,4173,207,1
John Locke's Theory on Physical Objects | Sociology Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-20T14:55:00Z,12133,417,2
Student Feedback | PSIR Optional | StudyIQ IAS  #UPSC #IAS #CSE #IPS,2023-09-20T14:28:36Z,8172,253,8
How Debt Is Becoming the New Lifestyle? | Increasing Loans & EMIs of Indians | UPSC,2023-09-20T13:45:10Z,435104,9108,421
Complete Indian Polity | M. Laxmikanth | Lec 24: Parliament - III | StudyIQ IAS,2023-09-20T12:30:10Z,45295,1246,51
Why is Canada-based Singer Shubh facing Backlash? | UPSC,2023-09-20T12:00:11Z,574382,17668,1644
Narmada River & Its Subsidies Through Maps | UPSC Mains,2023-09-20T11:50:10Z,18676,753,42
What is socialism and How socialism evolved in India? | UPSC,2023-09-20T11:30:08Z,8250,402,20
Azerbaijan Launches Operation Against Armenian Forces in Nagorno-Karabakh | UPSC,2023-09-20T10:45:09Z,99434,2965,288
Mysterious Death of Tigers in Nilgiri's Forest Raises Concerns | UPSC,2023-09-20T10:30:11Z,7041,285,9
Daily Answer Writing | Abhyaas | Indian Economy | UPSC,2023-09-20T10:05:25Z,9499,628,7
Ethics Case Studies: UPSC 2021 PYQ | Lecture 12 - Ethical Concerns & Dilemmas in Government | UPSC,2023-09-20T08:00:08Z,2078,50,1
Surat Split(1907) of the Indian National Congress,2023-09-20T07:33:17Z,17771,1269,7
Mapping for UPSC CSE 2024 | Lecture 6 | South America | StudyIQ,2023-09-20T07:30:51Z,8610,458,75
"Indian Constitution Preamble Updated, Removing Secular and Socialist | UPSC",2023-09-20T07:30:08Z,453747,14705,1742
Indian Express Editorial Analysis by Chandan Sharma | 20 September 2023 | UPSC Current Affairs 2023,2023-09-20T06:40:11Z,20871,1050,38
Alien Body Unearthed in Mexico: Proof of Extraterrestrial Life | Anthropology Optional | UPSC,2023-09-20T06:05:11Z,4261,105,13
Canadian PM Trudeau Calls on India to Address Nijjar Murder Issue and Denies Provocation | UPSC,2023-09-20T04:45:11Z,445076,10526,668
How Heron Mark 2 is Defeating India’s Enemy? All about Heron MK 2 | UPSC Mains,2023-09-20T04:00:09Z,347364,3774,83
The Hindu Analysis by Prashant Tiwari | 20 September 2023 | Current Affairs Today | StudyIQ,2023-09-20T03:17:47Z,46273,2859,84
China's Plan to dominate Arctic #UPSC #IAS #CSE #IPS,2023-09-20T01:25:00Z,91260,7728,43
What is Free Will Argument? Philosophy Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-20T00:25:00Z,7708,371,4
Most Probable Topics For  Sociology Optional UPSC Mains 2023 | UPSC,2023-09-19T18:25:10Z,3399,24,2
P2i Demo Class | Feudalism in India | UPSC | StudyIQ IAS,2023-09-19T18:10:10Z,8217,208,4
Science & Technology in News: Weekly Compilation | 10 September - 17 September 2023 | UPSC CSE 2024,2023-09-19T17:30:09Z,3327,140,5
Indexes and reports 2023 - Current affairs 2023 by Dr Gaurav Garg for Bank PO & SSC CGL exams,2023-09-19T17:30:07Z,12119,532,16
Sports current affairs 2023 Complete - Best Current affairs 2023 by Dr Gaurav Garg for SBI PO 2023,2023-09-19T17:00:11Z,11487,482,14
How Tihar Jail Prisoner Cracked UPSC 😱 | Shocking Case of Ashok Rai alias Amit,2023-09-19T17:00:08Z,521600,14803,874
How IAF bombed Mizoram ? #UPSC #IAS #CSE #IPS,2023-09-19T16:52:44Z,82686,7487,107
India Rejects Canadian PM Trudeau's Claims of Khalistani Terrorists' Najjar Killing | GeoPulse,2023-09-19T16:30:21Z,9386,356,14
Appointments 2023 Complete - Best Current affairs 2023 by Dr Gaurav Garg for SBI PO 2023,2023-09-19T16:15:10Z,11289,435,7
"Upcoming Expressways around Delhi through Maps | Delhi to Dehradun, Jaipur, Mumbai etc. | UPSC Mains",2023-09-19T16:00:09Z,112607,2601,165
Obituaries 2023 Complete - Current affairs 2023 by Dr Gaurav Garg for Bank PO & SSC CGL exams,2023-09-19T16:00:08Z,2877,118,1
Daily Current Affairs for UPSC Prelims | 19th September 2023,2023-09-19T15:47:00Z,29797,1368,67
Alien Bodies Found in Mexico | Anthropological Analysis | StudyIQ IAS  #UPSC #IAS #CSE #IPS,2023-09-19T15:25:00Z,11933,597,10
What is Tourist Police ? Public Administration Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-19T14:55:00Z,8263,466,2
Is Canada Following Pakistan's Trajectory in North America? | Geopolitics Simplified | UPSC,2023-09-19T14:34:39Z,284478,7228,278
Why States Can't Fight Terrorism | UPSC,2023-09-19T14:30:06Z,7509,364,27
Student Feedback | PSIR Optional #UPSC #IAS #CSE #IPS,2023-09-19T14:28:27Z,4179,148,1
"Awards & Honours - Current affairs 2023 by Dr Gaurav Garg for IBPS PO 2023, SBI PO 2023",2023-09-19T13:30:09Z,11178,473,11
Mathematics Optional for UPSC CSE: Calculus - Multiple Integral | Ankit Tiwari,2023-09-19T12:52:49Z,3331,64,1
Sardar Patel's Role in Ending Nizam's Rule in Hyderabad: Operation Polo | UPSC,2023-09-19T12:45:11Z,5635,204,8
Complete Indian Economy | Ramesh Singh | Lec 47 - Financial Markets Part 3 | UPSC 2024/25,2023-09-19T11:31:21Z,7249,519,10
Women’s Reservation Bill | Govt. Introduces ‘Nari Shakti Vandan Adhiniyam’ in Lok Sabha | UPSC,2023-09-19T11:30:08Z,67634,2597,174
India takes it’s revenge of Army Soldier Killings | Israeli Heron Drones #UPSC #IAS #CSE #IPS,2023-09-19T11:30:00Z,680694,54348,196
India Criticises Canada for Muted Response to Khalistan Movement | EAM S.Jaishankar | UPSC,2023-09-19T11:15:11Z,62756,2261,154
India's Hoysala Temples: UNESCO World Heritage Site | UPSC,2023-09-19T10:45:03Z,28473,1414,44
Daily Answer Writing | Abhyaas | Modern History | UPSC,2023-09-19T10:35:50Z,10063,477,14
India Expels “Senior Canadian Diplomat” in response to Trudeau govt action | UPSC,2023-09-19T09:00:08Z,587557,13317,785
How Margadharshini Initiative is  Empowering Youth? |  Public Administration Optional | UPSC,2023-09-19T08:00:09Z,2997,49,2
"Women's Reservation Bill: What It Is, Why It's Important | UPSC",2023-09-19T06:30:10Z,250844,9371,599
Indian Express Editorial Analysis by Chandan Sharma | 19 September 2023 | UPSC Current Affairs 2023,2023-09-19T05:55:50Z,19317,1017,27
Canada Breaks Diplomatic Ties with India Over Sikh Separatist Activities | Hardeep Singh | UPSC,2023-09-19T05:30:11Z,612063,14663,690
Why Cousin Marriages are So Common in South India? Consanguineous Marriages in India,2023-09-19T04:00:07Z,1514875,30768,351
China's second all weather friend: Venezuela #UPSC #IAS #CSE #IPS,2023-09-19T01:25:01Z,728049,51248,211
Mathematics Optional for UPSC CSE: Calculus - Curve Tracing | Ankit Tiwari,2023-09-19T00:26:55Z,3934,64,3
How I Cracked UPPCS 2022: Nishant Pandey | Topper's Secrets | UPPCS Strategy | StudyIQ IAS,2023-09-18T17:30:11Z,3330,53,5
Joe Biden impeachment? #UPSC #IAS #CSE #IPS,2023-09-18T16:25:00Z,71655,5767,16
Environment & Ecology in News: Weekly Compilation (10 September - 17 September 2023) | UPSC CSE 2024,2023-09-18T16:20:10Z,4024,142,8
P2i History Demo Class | Nataraja Statue | StudyIQ IAS,2023-09-18T16:10:10Z,2058,32,2
Daily Current Affairs for UPSC CSE Exam | 18 September 2023 | StudyIQ Current Affairs | UPSC,2023-09-18T15:40:09Z,5368,141,15
What is Pragmatism? Sociology Optional | StudyIQ IAS  #UPSC #IAS #CSE #IPS,2023-09-18T15:25:00Z,15832,629,4
Vishwakarma Scheme: Flagship Scheme to support People Engaged in Traditional Crafts | UPSC,2023-09-18T15:15:08Z,72568,2494,47
Why Govt Jobs Desperately Need Reforms in India? | UPSC,2023-09-18T14:55:15Z,73940,2893,273
Rise of private armies | Internal Security | UPSC GS 3,2023-09-18T14:25:11Z,7106,249,13
Learnings from UPSC Mains 2023 | Making Interlinkages of Current Affairs from Indian Express #UPSC,2023-09-18T12:25:00Z,7681,432,2
Complete Indian Economy | Ramesh Singh | Lec 46 - Financial Markets Part 2 | UPSC 2024/25,2023-09-18T12:00:12Z,10314,422,7
All National Parks of India through Maps | 106 National Parks | StudyIQ IAS,2023-09-18T10:45:09Z,397317,16182,192
Indian Modern History | SAHAS Series | Lecture 18 - Annexation of Sindh Punjab & Awadh | UPSC,2023-09-18T08:30:08Z,5281,210,30
"Santiniketan, Home of Rabindranath Tagore, Added to UNESCO World Heritage List | UPSC",2023-09-18T08:00:11Z,49579,2624,151
Indian Council Act 1892 | Modern History of India #UPSC #IAS #CSE #IPS,2023-09-18T07:55:00Z,16806,1159,12
Mapping for UPSC CSE 2024 | Lecture 5 | Australia | StudyIQ,2023-09-18T07:32:41Z,9762,527,42
UPSC Mains 2023 | Ethics GS Paper 4 Detailed Analysis & Answers | Theory & Case Studies,2023-09-18T07:22:32Z,24435,697,7
All World Heritage Sites of India | Through Maps | StudyIQ IAS,2023-09-18T07:20:09Z,373295,15872,329
Indian Express Editorial Analysis by Chandan Sharma | 18 September 2023 | UPSC Current Affairs 2023,2023-09-18T07:01:36Z,17717,944,31
Indian Economy Adds 5.2 Crore New Formal Jobs in FY20-23: Report | UPSC,2023-09-18T05:45:12Z,76252,2781,160
Yashobhoomi Convention Center: One of World's Largest MICE Buildings #currentaffairs #UPSC #IAS #CSE,2023-09-18T04:37:59Z,159011,17737,160
India's Nuclear Masterstroke: 1st Indigenous Nuclear Reactor is Ready | UPSC Mains,2023-09-18T04:30:17Z,100632,3377,269
"UPSC Mains 2023 | GS Paper 3 Detailed Analysis | Economy, Environment, Science & Internal Security",2023-09-18T03:11:01Z,13687,430,10
The Hindu Analysis by Prashant Tiwari | 18 September 2023 | Current Affairs Today | StudyIQ,2023-09-18T02:44:34Z,49491,2735,97
Mystery of Valley of death: Jatinga Valley of Assam #UPSC #IAS #CSE #IPS,2023-09-18T01:25:00Z,35520,3013,43
Helmand River | Hiramand River | Map in Short | StudyIQ IAS हिंदी #UPSC #IAS #CSE #IPS,2023-09-18T00:25:01Z,52994,5013,17
NCERT the most important books #UPSC #IAS #CSE #IPS,2023-09-17T12:25:00Z,16803,1159,19
UPSC Mains 2023 | GS Paper 4 First Impressions | UPSC | StudyIQ,2023-09-17T12:11:33Z,16984,577,15
Complete Indian Economy | Ramesh Singh | Lec 45 - Financial Markets Part 1 | UPSC 2024/25,2023-09-17T10:13:58Z,15965,546,9
UPSC Mains 2023 | GS Paper 3 First Impressions | UPSC | StudyIQ,2023-09-17T07:52:45Z,22057,692,12
